S0,K,r,sigma,T,steps,n_paths,call,bs_price,mc_price,se,ci_low,ci_high,elapsed_s
100.0,100.0,0.02,0.2,1.0,252,20000,True,8.916037278572539,8.75348481387835,0.09696010496593614,8.563443008145114,8.943526619611585,1.3531348329997854
