n_paths,mc_price,se,ci_low,ci_high,time_s,rel_err
10000,9.042284779840324,0.13728268270749985,8.773210721733625,9.311358837947024,0.03923916700296104,0.014159597736450693
20000,8.93774975071885,0.09728083598364388,8.747079312190909,9.128420189246793,0.05756012500205543,0.0024352154962937076
50000,8.873458654230976,0.061383961318973286,8.753146090045789,8.993771218416164,0.13889866699901177,0.004775509905492352
100000,8.907074993208267,0.04361872623251064,8.821582289792547,8.992567696623988,0.29646962500555674,0.0010051870673320137
200000,8.938769410650316,0.030885865205175788,8.878233114848172,8.99930570645246,0.5700361249982961,0.002549577953471388
500000,8.934094232360254,0.019490358314077135,8.895893130064662,8.972295334655845,1.585115207999479,0.002025221880925786
